,TotalLivArea,OverallQual,ExterQual,GrLivArea,KitchenQual,TotalBsmtSF,GarageArea,GarageCars,1stFlrSF,TotalBath,BsmtQual,FireplaceQu,Foundation_PConc,FullBath,MasVnrArea,TotRmsAbvGrd,Fireplaces,BsmtFinType1_GLQ,HeatingQC,Neighborhood_NridgHt,Age,GarageFinish_Unf,RemodeledAge,MSZoning_RM,MSZoning_RM,SalePrice
392,3296.0,9,4,2206,5,1090.0,670.0,3.0,1117,2.5,4,4,1,2,525.0,10,1,0,5,1,1,0,1,0,0,300000
393,2146.0,6,3,1117,3,1029.0,672.0,2.0,1117,2.0,3,3,0,1,0.0,6,1,0,3,0,34,1,0,0,0,107000
394,3067.0,4,3,2290,3,777.0,560.0,2.0,1246,2.0,3,0,1,2,0.0,11,0,0,4,0,125,1,65,1,1,122500
395,1431.0,6,3,948,3,483.0,264.0,1.0,483,1.5,3,0,0,1,504.0,5,0,0,3,0,34,1,0,1,1,89000
396,1519.0,6,3,919,3,600.0,231.0,1.0,600,1.0,2,0,0,1,0.0,5,0,0,5,0,70,1,10,0,0,95000
397,2064.0,6,3,1152,3,912.0,412.0,2.0,1152,2.5,3,0,0,1,41.0,7,0,0,5,0,39,0,0,0,0,143450
398,3924.0,9,5,2334,5,1590.0,751.0,3.0,1627,2.5,5,4,1,2,162.0,10,1,0,5,1,1,0,1,0,0,376162
399,2532.0,5,3,1264,3,1268.0,461.0,2.0,1264,2.0,3,4,0,1,324.0,6,2,0,3,0,50,1,0,0,0,167500
400,2310.0,5,3,1224,3,1086.0,528.0,2.0,1224,3.0,4,3,0,0,275.0,6,2,1,3,0,30,1,0,0,0,153337
401,2041.0,6,3,1369,3,672.0,300.0,1.0,697,3.0,3,0,0,2,0.0,6,0,0,3,0,84,1,25,0,0,103600
402,1788.0,5,3,894,3,894.0,308.0,1.0,894,2.0,3,0,0,1,0.0,5,0,0,3,0,34,1,0,0,0,128200
403,2329.0,6,4,1573,4,756.0,440.0,2.0,769,2.5,4,0,1,2,216.0,5,0,1,5,0,10,1,0,0,0,177500
404,3921.0,8,4,2250,4,1671.0,756.0,3.0,1687,3.5,4,5,1,2,232.0,7,1,1,5,1,8,0,0,0,0,320000
405,2308.0,6,3,1514,3,794.0,394.0,2.0,819,3.5,4,3,1,2,0.0,7,1,1,5,0,9,0,0,0,0,190000
406,1890.0,6,3,1218,3,672.0,0.0,0.0,672,1.5,3,0,0,1,236.0,7,0,0,3,0,35,0,0,1,1,91500
407,2198.0,5,3,1387,4,811.0,256.0,1.0,811,2.0,3,0,0,2,0.0,7,0,0,3,0,55,1,0,1,1,93000
408,1966.0,4,3,1317,3,649.0,250.0,1.0,649,1.0,3,0,0,1,0.0,6,0,0,3,0,88,1,30,0,0,40000
409,2039.0,6,3,1355,4,684.0,0.0,0.0,773,1.5,3,0,1,1,0.0,7,0,0,3,0,93,0,92,1,1,127000
410,1708.0,4,2,952,3,756.0,330.0,1.0,952,1.0,3,0,0,1,0.0,5,0,0,4,0,114,0,54,0,0,50138
411,2256.0,6,3,1113,3,1143.0,504.0,1.0,1113,2.5,3,2,0,1,174.0,6,1,0,3,0,31,0,0,0,0,148000
412,1518.0,5,3,778,3,740.0,924.0,1.0,778,1.0,3,4,0,1,0.0,4,1,0,5,0,68,0,15,1,1,120500
413,2267.0,6,3,1489,3,778.0,240.0,1.0,944,2.0,3,4,0,2,0.0,7,1,0,3,0,69,1,10,0,0,139500
414,3396.0,9,5,1698,5,1698.0,768.0,3.0,1698,3.0,5,4,1,2,340.0,8,1,1,5,0,2,0,1,0,0,320000
415,3272.0,7,3,2267,3,1005.0,498.0,2.0,1262,2.5,3,4,0,1,0.0,7,2,0,3,0,70,0,43,0,0,219000
416,1766.0,5,3,902,3,864.0,484.0,2.0,902,2.0,4,0,0,1,0.0,5,0,0,3,0,23,1,0,0,0,131000
417,2233.0,6,4,1495,4,738.0,440.0,2.0,738,2.5,4,4,1,2,0.0,7,1,0,5,0,1,0,0,0,0,171925
418,2732.0,5,4,1384,4,1348.0,404.0,2.0,1384,3.0,4,0,1,2,0.0,7,0,1,4,0,12,1,1,0,0,177900
419,2021.0,6,3,1436,3,585.0,228.0,1.0,851,1.0,3,4,0,1,0.0,7,1,0,3,0,86,1,29,0,0,141500
420,2588.0,6,4,1636,3,952.0,440.0,2.0,952,3.5,4,3,1,2,0.0,7,1,1,4,0,11,0,1,0,0,191000
421,2316.0,6,3,1158,4,1158.0,576.0,2.0,1158,2.5,4,0,1,1,0.0,5,0,0,5,0,2,1,0,0,0,158000
422,3284.0,8,4,1646,4,1638.0,870.0,3.0,1646,2.0,4,4,1,2,274.0,6,1,0,5,0,1,0,1,0,0,248900
423,2499.0,5,3,1768,4,731.0,240.0,1.0,981,2.5,4,3,0,1,252.0,7,2,0,5,0,70,1,13,0,0,175000
424,2752.0,6,3,1565,4,1187.0,299.0,1.0,1565,3.0,3,3,1,2,0.0,7,2,0,5,0,41,0,35,0,0,185900
425,2648.0,7,3,1768,3,880.0,320.0,2.0,880,1.5,4,3,0,1,0.0,6,2,0,2,0,92,1,56,1,1,163000
426,2056.0,5,2,1396,3,660.0,0.0,0.0,1060,2.0,3,0,0,2,0.0,8,0,0,3,0,55,0,0,0,0,115000
427,2104.0,6,3,1096,3,1008.0,484.0,2.0,1096,2.0,3,2,0,1,39.0,6,1,0,3,0,30,1,0,0,0,157500
428,3489.0,7,4,2312,4,1177.0,658.0,3.0,1223,3.5,4,3,1,2,210.0,8,1,0,5,0,10,0,0,0,0,245000
429,2674.0,8,4,1337,4,1337.0,462.0,2.0,1337,3.0,4,3,1,2,0.0,5,1,1,4,0,15,0,0,0,0,180000
430,1653.0,7,4,1102,4,551.0,480.0,2.0,551,2.5,4,0,1,2,0.0,4,0,1,5,0,3,1,0,0,0,148800
431,3159.0,8,4,2031,4,1128.0,577.0,2.0,1128,3.5,4,4,1,2,0.0,7,1,1,5,0,6,0,0,0,0,237000
432,728.0,2,3,438,2,290.0,246.0,1.0,438,1.0,3,0,0,1,0.0,3,0,0,3,0,89,1,30,0,0,60000
433,1489.0,5,3,1033,3,456.0,504.0,2.0,1033,1.5,4,0,0,1,222.0,6,0,0,5,0,32,0,0,0,0,165000
434,3456.0,7,4,2327,4,1129.0,596.0,2.0,1129,2.5,4,4,1,2,0.0,9,1,0,5,0,5,0,0,0,0,240000
435,2355.0,7,3,1187,4,1168.0,420.0,2.0,1187,2.0,4,0,1,2,52.0,6,0,0,4,0,15,0,1,0,0,160000
436,2120.0,6,3,1340,3,780.0,440.0,1.0,816,2.0,3,0,0,1,0.0,6,0,0,3,0,61,1,5,0,0,128000
437,1152.0,4,3,1152,2,0.0,0.0,0.0,1152,2.0,0,0,1,2,0.0,6,0,0,3,0,53,0,0,0,0,82000
438,3129.0,6,3,1567,4,1562.0,542.0,2.0,1567,3.0,3,4,0,2,210.0,5,2,0,4,0,43,1,42,0,0,256000
439,2132.0,7,3,1482,3,650.0,324.0,2.0,832,1.5,3,0,1,1,0.0,7,0,0,5,0,89,1,68,1,1,143000
440,3378.0,7,4,1689,4,1689.0,433.0,2.0,1689,2.0,4,0,1,2,0.0,7,0,0,5,0,1,0,1,0,0,231713
442,1632.0,5,3,816,3,816.0,264.0,1.0,816,1.5,3,0,0,1,0.0,4,0,1,5,0,25,1,0,0,0,128500
443,2652.0,7,3,1424,3,1228.0,312.0,1.0,1424,2.0,3,4,0,2,174.0,7,1,0,5,0,87,1,29,0,0,168000
444,2204.0,7,3,1479,4,725.0,484.0,2.0,725,2.5,3,0,0,1,138.0,7,0,0,4,0,35,0,32,0,0,184000
445,2050.0,5,3,1025,3,1025.0,0.0,0.0,1025,2.0,3,0,0,1,0.0,6,0,0,3,0,44,0,0,0,0,124000
446,2884.0,6,3,1442,3,1442.0,615.0,2.0,1442,2.0,3,3,0,2,571.0,6,1,0,3,0,39,0,0,0,0,185000
447,3342.0,8,4,1936,4,1406.0,504.0,2.0,1454,2.5,4,3,1,2,40.0,7,1,0,5,0,6,0,0,0,0,230500
448,2993.0,7,3,1939,4,1054.0,555.0,3.0,1070,3.0,4,3,1,2,227.0,8,1,0,5,0,8,0,0,0,0,227000
449,2214.0,6,4,1476,4,738.0,540.0,2.0,738,3.5,4,0,1,2,0.0,7,0,1,5,0,4,0,0,0,0,173500
450,1731.0,5,3,898,3,833.0,326.0,1.0,898,2.0,4,0,0,1,0.0,6,0,1,4,0,38,0,0,0,0,140000
451,2920.0,8,4,1460,4,1460.0,480.0,2.0,1460,2.0,5,4,1,2,0.0,6,1,1,5,0,2,0,1,0,0,247000
452,1490.0,6,3,1034,3,456.0,504.0,2.0,1034,1.5,4,2,0,1,23.0,5,1,1,3,0,31,0,0,0,0,149900
453,2038.0,5,3,1174,3,864.0,528.0,2.0,1174,2.0,4,0,0,1,180.0,5,0,0,5,0,30,1,0,0,0,158000
454,1610.0,7,4,1080,4,530.0,496.0,2.0,530,2.5,4,0,1,2,0.0,4,0,1,5,0,7,0,0,0,0,147110
455,2156.0,6,3,1376,3,780.0,198.0,1.0,780,2.0,3,4,0,2,0.0,7,1,0,3,0,69,1,13,1,1,119500
456,2407.0,5,3,1567,3,840.0,440.0,2.0,840,2.5,3,3,0,1,0.0,6,2,0,5,0,69,1,10,0,0,205000
457,2270.0,5,3,1534,4,736.0,0.0,0.0,751,1.5,4,0,0,1,0.0,6,0,0,5,0,112,0,104,0,0,148000
458,3211.0,8,4,1616,4,1595.0,608.0,2.0,1616,3.0,4,3,1,2,0.0,5,1,1,5,0,15,0,1,0,0,236500
459,2609.0,5,3,1551,2,1058.0,240.0,1.0,1058,3.0,2,0,0,2,0.0,6,0,0,3,0,68,1,12,0,0,137000
460,1920.0,5,3,960,3,960.0,330.0,1.0,960,2.0,3,0,0,1,0.0,5,0,0,4,0,54,0,0,0,0,122000
461,2604.0,7,4,1302,4,1302.0,436.0,2.0,1302,2.0,4,0,1,2,0.0,6,0,0,5,0,0,0,0,0,0,176485
462,1632.0,5,3,816,3,816.0,210.0,1.0,816,1.0,3,0,0,1,0.0,4,0,0,3,0,81,1,25,0,0,109000
463,3004.0,7,4,1502,4,1502.0,286.0,1.0,1502,2.5,4,3,1,1,239.0,5,1,1,5,0,9,0,0,1,1,330000
464,1325.0,6,3,1133,3,192.0,308.0,1.0,1133,2.0,3,0,1,1,0.0,7,0,1,4,0,0,1,0,1,1,143000
465,4486.0,9,4,3078,4,1408.0,806.0,3.0,1671,3.5,5,3,1,2,422.0,9,1,1,5,0,9,0,0,0,0,410000
466,2649.0,6,4,1721,4,928.0,471.0,2.0,936,3.0,4,0,1,2,105.0,7,0,1,5,0,13,0,0,0,0,201000
467,2837.0,4,3,1760,3,1077.0,648.0,2.0,981,1.5,2,3,0,1,0.0,7,1,0,3,0,96,1,40,0,0,80000
468,3348.0,6,3,2320,4,1028.0,180.0,1.0,1436,3.5,3,3,0,2,0.0,9,1,0,5,0,62,1,57,0,0,259500
469,3608.0,7,4,2486,4,1122.0,452.0,2.0,1146,4.5,4,4,1,3,94.0,10,1,1,5,0,4,0,1,0,0,279900
470,2492.0,5,3,1246,4,1246.0,305.0,1.0,1246,2.5,3,0,0,1,0.0,6,0,0,5,0,51,0,35,0,0,154000
472,1949.0,5,3,1150,3,799.0,215.0,1.0,799,1.0,3,3,0,1,0.0,6,2,0,5,0,64,1,8,0,0,128000
473,3166.0,8,4,1600,4,1566.0,890.0,3.0,1600,2.0,4,4,1,2,640.0,7,1,0,5,1,2,0,0,0,0,256300
474,2685.0,4,3,1755,4,930.0,231.0,1.0,1230,2.0,3,3,0,2,0.0,7,1,1,5,0,77,1,73,0,0,188000
475,3600.0,8,4,1800,4,1800.0,765.0,3.0,1800,3.0,5,4,1,2,630.0,7,1,1,5,0,4,0,0,0,0,312500
476,1800.0,7,4,1200,4,600.0,480.0,2.0,600,2.5,4,0,1,2,0.0,4,0,0,5,0,6,0,1,0,0,151000
477,2130.0,5,3,1365,3,765.0,440.0,2.0,765,2.5,3,0,0,1,376.0,6,0,0,5,0,36,1,0,1,1,122500
478,2531.0,6,4,1696,4,835.0,542.0,2.0,835,3.5,4,0,1,2,0.0,7,0,1,5,0,5,0,0,0,0,188000
479,2754.0,7,4,1809,4,945.0,638.0,2.0,945,2.5,4,0,1,2,0.0,8,0,0,5,0,1,0,1,0,0,209700
480,4454.0,8,4,2234,4,2220.0,724.0,2.0,2234,2.5,5,4,1,1,945.0,7,1,1,5,0,1,0,0,0,0,441929
481,2566.0,6,4,1680,4,886.0,474.0,2.0,886,3.0,4,0,1,2,120.0,7,0,1,5,0,15,0,1,0,0,163000
482,2919.0,6,3,2087,4,832.0,444.0,2.0,976,2.5,3,0,0,2,157.0,9,0,0,4,0,41,0,41,0,0,187500
483,2975.0,8,4,1513,4,1462.0,521.0,2.0,1513,3.0,4,3,1,2,260.0,5,1,1,5,0,10,0,1,0,0,220000
484,2056.0,5,3,1107,4,949.0,308.0,1.0,1107,2.0,3,0,0,1,0.0,5,0,0,3,0,40,0,26,0,0,127000
485,827.0,5,3,827,3,0.0,392.0,1.0,827,1.0,0,1,0,1,0.0,5,1,0,5,0,55,1,52,0,0,107500
486,2226.0,6,3,1484,3,742.0,0.0,0.0,742,2.0,3,4,0,2,0.0,9,1,0,5,0,94,0,87,1,1,128000
487,1444.0,5,3,764,3,680.0,504.0,2.0,764,1.0,2,0,0,1,0.0,4,0,0,4,0,83,1,79,1,1,73000
488,3584.0,9,4,1792,5,1792.0,874.0,3.0,1792,3.0,5,4,1,2,562.0,6,1,1,5,1,3,0,1,0,0,374000
489,4128.0,8,4,2649,4,1479.0,746.0,3.0,1515,3.5,5,3,1,2,1110.0,10,1,1,5,1,7,0,1,0,0,421250
490,2401.0,6,3,1593,3,808.0,389.0,2.0,808,2.5,4,3,1,2,0.0,7,1,0,4,0,17,0,1,0,0,178000
491,2319.0,4,3,1181,3,1138.0,588.0,2.0,1181,3.0,4,0,0,2,0.0,6,0,0,3,0,36,0,0,0,0,137500
492,3973.0,8,4,1987,4,1986.0,691.0,2.0,1987,3.0,4,3,1,2,554.0,7,1,1,5,0,14,0,0,0,0,301500
493,1825.0,6,3,1242,3,583.0,180.0,1.0,647,1.5,3,4,0,1,0.0,6,1,0,4,0,74,1,15,0,0,105000
494,1952.0,6,3,976,4,976.0,504.0,2.0,976,2.0,3,2,0,1,203.0,4,1,0,3,0,38,0,36,0,0,157500
495,2183.0,5,3,1214,3,969.0,216.0,1.0,969,1.0,3,0,0,1,0.0,6,0,0,3,0,106,1,49,1,1,117000
496,1728.0,5,3,864,3,864.0,336.0,1.0,864,1.5,3,0,0,1,0.0,5,0,0,4,0,44,1,0,0,0,105000
497,2703.0,6,3,1639,3,1064.0,240.0,1.0,1166,1.0,3,0,0,1,0.0,6,0,0,5,0,72,1,14,0,0,115000
498,3472.0,9,5,1736,5,1736.0,834.0,3.0,1736,2.0,5,4,1,2,302.0,7,1,0,5,1,1,0,0,0,0,360000
499,1535.0,5,3,1535,3,0.0,400.0,2.0,1535,2.0,0,0,0,2,0.0,8,0,0,3,0,30,1,0,0,0,118858
500,2432.0,6,3,1632,4,800.0,484.0,2.0,800,2.0,3,0,0,1,252.0,7,0,1,4,0,42,1,34,0,0,173000
501,1355.0,3,3,725,3,630.0,320.0,1.0,725,1.5,3,0,0,1,0.0,4,0,0,3,0,119,1,108,0,0,78500
502,2560.0,7,4,1720,4,840.0,440.0,2.0,840,2.5,4,4,1,2,0.0,7,1,0,5,0,3,0,0,0,0,183500
503,1872.0,4,2,936,3,936.0,576.0,2.0,936,1.0,2,0,0,1,0.0,4,0,0,3,0,56,1,0,1,1,93000
504,2995.0,8,4,1589,4,1406.0,630.0,3.0,1589,3.0,4,3,1,2,72.0,7,1,1,5,0,4,0,0,0,0,226500
505,2370.0,6,4,1571,3,799.0,380.0,2.0,799,2.5,4,3,1,2,0.0,7,1,0,4,0,16,0,1,0,0,178000
506,2932.0,7,4,1479,4,1453.0,558.0,2.0,1479,3.0,4,0,1,2,167.0,7,0,1,5,0,4,0,0,0,0,226000
507,2416.0,5,4,1632,3,784.0,898.0,2.0,784,1.5,3,3,0,1,178.0,7,1,0,5,0,40,0,0,0,0,173000
508,1728.0,5,3,864,3,864.0,360.0,1.0,864,1.0,3,1,0,1,0.0,5,1,0,4,0,44,1,0,0,0,62383
509,4165.0,9,5,2713,5,1452.0,858.0,3.0,1476,3.5,5,4,1,2,268.0,11,1,1,5,1,0,0,0,0,0,446261
510,2103.0,7,3,1479,4,624.0,312.0,1.0,743,2.0,3,4,0,1,0.0,6,2,0,5,0,80,1,71,0,0,160000
511,2969.0,7,4,1576,4,1393.0,668.0,3.0,1576,3.0,4,3,1,2,24.0,7,1,1,5,0,4,0,0,1,1,219990
512,2947.0,7,4,1479,4,1468.0,577.0,2.0,1479,2.0,4,0,1,2,125.0,6,0,0,5,0,9,0,1,0,0,191000
513,1816.0,5,3,1060,3,756.0,308.0,1.0,916,2.0,3,4,1,1,0.0,6,1,0,3,0,82,1,69,0,0,136500
514,943.0,4,3,943,4,0.0,308.0,1.0,943,1.0,0,0,0,1,0.0,5,0,0,3,0,49,1,36,0,0,80000
515,3387.0,7,4,2183,4,1204.0,786.0,3.0,1377,2.5,4,0,1,2,178.0,9,0,1,4,0,18,1,0,0,0,229000
516,2999.0,7,4,1949,4,1050.0,574.0,2.0,1062,3.5,4,3,1,2,246.0,8,1,1,5,0,17,0,1,0,0,236000
517,3648.0,10,5,1824,5,1824.0,932.0,3.0,1824,2.0,5,4,1,2,242.0,8,1,0,5,0,1,0,1,0,0,392000
518,2650.0,6,3,1930,3,720.0,316.0,1.0,1146,3.0,3,0,0,2,0.0,8,0,0,2,0,82,1,23,1,1,149000
519,3363.0,10,5,2393,5,970.0,846.0,2.0,1469,3.5,4,3,1,2,0.0,7,1,0,5,0,10,0,1,0,0,345000
520,2730.0,5,4,2014,3,716.0,624.0,2.0,1007,2.0,2,0,1,2,0.0,8,0,0,5,0,106,1,105,1,1,169000
521,1726.0,4,3,1242,3,484.0,336.0,1.0,1242,1.0,3,0,0,1,0.0,4,0,0,3,0,61,1,4,0,0,109900
522,2996.0,7,3,2000,3,996.0,650.0,3.0,996,2.5,4,3,1,2,94.0,9,1,0,5,0,13,0,1,0,0,188000
523,2192.0,6,3,1412,3,780.0,280.0,1.0,825,1.0,3,4,0,1,0.0,6,1,0,5,0,70,1,11,1,1,132500
524,1980.0,5,3,990,3,990.0,440.0,1.0,990,2.0,3,0,1,1,0.0,5,0,0,5,0,15,0,0,0,0,143000
525,2684.0,5,3,1342,3,1342.0,256.0,1.0,1342,2.0,2,0,0,1,0.0,7,0,0,5,0,56,1,0,0,0,125000
526,3736.0,9,5,1868,5,1868.0,1085.0,3.0,1868,3.0,5,4,1,2,568.0,7,1,1,5,1,1,0,0,0,0,415000
527,1985.0,4,3,1363,3,622.0,528.0,2.0,741,1.0,2,0,0,1,0.0,6,0,0,4,0,100,1,40,1,1,125500
528,2872.0,6,3,1632,3,1240.0,338.0,1.0,1632,3.0,3,4,0,2,183.0,6,1,0,4,0,51,0,30,0,0,139000
529,4018.0,10,5,2296,5,1722.0,842.0,3.0,1728,3.5,5,4,1,2,420.0,10,1,1,5,1,1,0,0,0,0,451950
530,3356.0,5,3,1678,3,1678.0,0.0,0.0,1678,2.0,3,0,0,2,74.0,10,0,0,3,0,50,0,0,0,0,119900
531,2563.0,8,4,1296,4,1267.0,471.0,2.0,1296,3.0,5,0,1,2,136.0,6,0,1,5,0,8,0,1,0,0,220000
532,3174.0,6,3,1587,3,1587.0,525.0,2.0,1587,2.0,3,4,0,2,302.0,7,1,0,3,0,36,1,0,0,0,167300
533,2018.0,5,3,1298,3,720.0,256.0,1.0,854,1.0,3,4,0,1,0.0,6,2,0,5,0,68,1,9,0,0,122000
534,3456.0,5,3,1728,3,1728.0,504.0,2.0,1728,3.0,3,0,0,2,336.0,10,0,0,3,0,43,1,0,1,1,125000
535,1856.0,5,3,928,3,928.0,288.0,1.0,928,1.0,3,0,0,1,0.0,5,0,0,4,0,51,0,0,1,1,112500
536,2674.0,7,4,1795,4,879.0,578.0,2.0,879,2.5,4,0,1,2,0.0,7,0,0,5,0,2,0,1,0,0,191000
537,2160.0,6,3,1080,3,1080.0,288.0,1.0,1080,1.0,3,0,0,1,135.0,5,0,0,4,0,50,1,0,0,0,136000
538,2645.0,7,3,1779,4,866.0,546.0,2.0,866,2.5,4,0,1,2,0.0,6,0,0,5,0,11,0,0,0,0,197900
539,2120.0,6,3,1635,4,485.0,255.0,1.0,1001,1.0,3,0,0,1,0.0,5,0,0,4,0,96,1,93,1,1,117000
540,2419.0,7,4,1220,4,1199.0,632.0,2.0,1220,3.0,4,0,1,2,84.0,6,0,1,5,0,0,0,0,0,0,194000
541,2620.0,9,4,1310,4,1310.0,545.0,2.0,1310,2.5,5,3,1,1,179.0,5,1,1,5,0,7,0,0,0,0,285000
542,1999.0,5,3,1355,3,644.0,0.0,0.0,808,3.0,3,0,0,2,0.0,6,0,0,4,0,68,0,59,0,0,127500
543,3390.0,7,4,2295,4,1095.0,590.0,2.0,1166,3.5,4,3,1,2,0.0,9,1,1,5,0,14,0,8,0,0,268000
544,2873.0,4,3,1798,3,1075.0,342.0,2.0,1156,2.5,3,0,1,2,0.0,7,0,0,5,0,107,1,50,1,1,137000
545,3240.0,7,3,1620,4,1620.0,578.0,2.0,1620,2.0,3,4,0,2,0.0,8,1,0,5,0,41,1,0,0,0,215000
546,2432.0,5,3,1216,3,1216.0,336.0,1.0,1216,2.0,3,0,0,1,0.0,5,0,0,3,0,52,0,0,0,0,129500
547,2240.0,5,3,1344,3,896.0,240.0,1.0,896,1.0,4,0,0,1,0.0,7,0,0,4,0,70,1,14,1,1,115000
548,1906.0,5,3,1159,3,747.0,288.0,1.0,747,1.0,3,0,1,1,0.0,5,0,0,3,0,83,1,25,0,0,114000
549,2112.0,4,3,1056,3,1056.0,384.0,1.0,1056,2.0,3,0,0,1,0.0,5,0,0,3,0,40,1,0,0,0,107000
550,2048.0,5,3,1216,3,832.0,336.0,1.0,832,1.0,3,0,0,1,0.0,6,0,0,3,0,61,1,3,0,0,118500
551,2020.0,6,3,1158,3,862.0,208.0,1.0,950,1.0,3,4,0,1,0.0,5,1,0,3,0,79,0,21,1,1,120000
552,3076.0,8,4,1538,4,1538.0,484.0,2.0,1538,3.0,4,0,1,2,148.0,7,0,1,5,0,2,0,0,0,0,260000
553,2286.0,5,3,1143,3,1143.0,308.0,1.0,1143,2.0,3,0,0,1,150.0,6,0,0,3,0,51,0,0,0,0,136000
554,1730.0,4,3,872,3,858.0,480.0,4.0,872,1.0,3,0,0,1,0.0,5,0,0,3,0,36,1,0,0,0,123000
555,1725.0,6,3,1406,2,319.0,0.0,0.0,1035,1.0,3,0,0,1,0.0,6,0,0,3,0,88,0,30,1,1,89500
556,2648.0,6,4,1324,4,1324.0,430.0,2.0,1324,2.0,4,0,1,2,0.0,6,0,0,5,0,5,0,0,0,0,199500
557,1780.0,5,3,904,3,876.0,408.0,1.0,904,1.0,3,0,1,1,41.0,6,0,0,3,0,42,1,0,0,0,109900
558,3356.0,7,4,2080,4,1276.0,282.0,1.0,1276,1.5,4,4,0,1,0.0,9,2,0,5,0,83,1,78,0,0,234000
559,1696.0,6,4,848,4,848.0,420.0,2.0,848,2.0,4,4,1,1,169.0,3,1,1,5,0,2,0,0,1,1,155900
560,2892.0,4,3,1788,3,1104.0,304.0,1.0,1104,2.0,3,3,0,1,0.0,8,2,0,5,0,52,1,32,0,0,161500
561,2163.0,6,3,1344,4,819.0,525.0,2.0,1344,1.5,3,4,0,1,541.0,7,1,1,4,0,51,0,0,0,0,137500
562,3096.0,5,3,2256,2,840.0,0.0,0.0,1128,2.0,3,0,0,2,0.0,12,0,0,2,0,100,0,40,1,1,76500
563,3211.0,6,4,2060,3,1151.0,521.0,2.0,1164,3.0,4,3,1,2,268.0,8,1,1,3,0,19,1,1,0,0,211000
564,2742.0,6,4,1337,4,1405.0,511.0,2.0,1337,3.0,4,0,1,2,0.0,5,0,1,5,0,10,0,1,0,0,181000
565,2292.0,6,3,1165,3,1127.0,490.0,2.0,1165,2.5,3,0,0,1,183.0,6,0,0,3,0,42,0,0,0,0,174900
566,2484.0,5,3,1320,3,1164.0,564.0,2.0,1320,2.0,3,2,0,1,97.0,6,2,0,5,0,40,0,0,0,0,164500
567,3052.0,7,4,1535,4,1517.0,532.0,2.0,1535,2.0,4,0,1,2,168.0,7,0,1,5,1,6,0,0,0,0,214000
568,2782.0,7,3,2044,3,738.0,489.0,2.0,1277,2.5,4,3,0,2,280.0,7,1,0,3,0,28,1,8,0,0,185000
569,1840.0,4,3,1136,3,704.0,336.0,1.0,624,1.5,3,0,1,1,0.0,6,0,0,5,0,79,1,21,1,1,123000
570,2300.0,6,3,1299,4,1001.0,486.0,2.0,1299,3.0,4,1,0,2,0.0,5,1,1,3,0,28,0,0,0,0,183500
571,2217.0,8,4,1441,4,776.0,492.0,2.0,764,2.5,4,0,1,2,456.0,5,0,0,5,0,8,1,1,0,0,174000
572,2703.0,5,3,1630,3,1073.0,649.0,2.0,1630,2.0,3,3,0,2,0.0,6,1,0,3,0,54,1,0,0,0,130000
573,2369.0,7,3,1641,5,728.0,546.0,2.0,832,2.0,3,4,0,1,0.0,6,1,0,5,0,81,1,65,1,1,178000
574,2557.0,5,3,1629,3,928.0,482.0,2.0,928,2.5,4,3,1,2,0.0,6,1,1,4,0,13,0,1,0,0,189900
575,1696.0,6,4,848,4,848.0,420.0,2.0,848,2.0,4,0,1,1,170.0,4,0,1,5,0,6,0,1,1,1,144000
576,1632.0,6,4,816,3,816.0,432.0,1.0,816,1.0,3,0,0,1,0.0,5,0,0,5,0,78,1,77,1,1,120500
577,2194.0,5,3,1097,3,1097.0,672.0,2.0,1097,1.5,4,0,1,1,0.0,6,0,0,5,0,15,1,1,0,0,145000
578,3146.0,8,4,1652,5,1494.0,499.0,2.0,1652,3.0,4,0,1,2,0.0,6,0,1,5,0,7,0,0,0,0,251000
579,3536.0,4,3,1768,3,1768.0,0.0,0.0,1768,2.0,3,0,0,2,0.0,8,0,0,3,0,42,0,0,0,0,136500
580,1152.0,4,3,1152,3,0.0,0.0,0.0,1152,2.0,0,0,0,2,58.0,6,0,0,3,0,53,0,0,0,0,82500
581,810.0,2,2,810,3,0.0,280.0,1.0,810,1.0,0,0,0,1,0.0,4,0,0,3,0,99,1,40,0,0,57625
582,2708.0,7,4,1358,4,1350.0,484.0,2.0,1358,3.0,4,4,1,2,176.0,6,1,1,5,1,2,0,1,0,0,212500
583,2432.0,6,3,1216,3,1216.0,402.0,2.0,1216,3.0,5,0,1,2,116.0,5,0,1,5,0,8,1,0,1,1,164000
584,2605.0,6,3,1638,4,967.0,384.0,1.0,967,2.0,3,0,0,2,327.0,6,0,0,4,0,49,1,0,1,1,139000
585,1852.0,7,4,1252,4,600.0,462.0,2.0,624,3.5,4,0,1,2,212.0,4,0,0,5,0,9,1,1,0,0,160000
586,1711.0,5,3,883,3,828.0,698.0,2.0,883,2.0,4,2,1,1,0.0,5,1,1,3,0,17,1,1,0,0,149000
587,1738.0,5,3,874,3,864.0,288.0,1.0,874,2.0,3,0,0,1,0.0,5,0,0,3,0,41,0,0,0,0,130000
588,2286.0,7,3,1710,3,576.0,480.0,2.0,902,2.0,3,0,0,2,0.0,9,0,0,4,0,89,1,29,1,1,140000
589,3672.0,8,4,1836,4,1836.0,517.0,2.0,1836,2.0,4,4,1,2,288.0,8,1,0,5,0,1,0,1,0,0,264500
590,2184.0,5,3,1092,3,1092.0,299.0,1.0,1092,2.0,3,3,0,1,0.0,6,1,0,3,0,49,0,0,0,0,141000
